,Winner,Loser,Red,Blue,Knockdowns (R),Knockdowns (B),Significant Strikes (R),Significant Strikes (B),Significant Strikes Percentage (R),Significant Strikes Percentage (B),Total Strikes (R),Total Strikes (B),Takedowns (R),Takedowns (B),Takedowns Percentage (R),Takedowns Percentage (B),Submission Attempts (R),Submission Attempts (B),Reversals (R),Reversals (B),Control Time (seconds) (R),Control Time (seconds) (B)
4815,0,1,Yves Edwards,Akbarh Arreola,0.0,1.0,5.0,12.0,0.35,0.46,5.0,12.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,45.0
4816,1,0,Paige VanZant,Kailin Curran,0.0,0.0,61.0,28.0,0.56,0.57,167.0,62.0,3.0,5.0,0.5,1.0,3.0,0.0,1.0,0.0,458.0,222.0
4817,1,0,Fabricio Werdum,Mark Hunt,1.0,1.0,21.0,10.0,0.56,0.27,31.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,113.0
4818,0,1,Jake Ellenberger,Kelvin Gastelum,0.0,0.0,10.0,16.0,0.41,0.44,12.0,29.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,3.0,116.0
4819,1,0,Ricardo Lamas,Dennis Bermudez,1.0,0.0,14.0,8.0,0.56,0.26,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,60.0
4820,0,1,Edgar Garcia,Hector Urbina,0.0,0.0,12.0,4.0,0.66,0.57,15.0,7.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,99.0,71.0
4821,1,0,Alejandro Perez,Jose Quinonez,0.0,0.0,38.0,38.0,0.29,0.34,43.0,48.0,1.0,3.0,0.5,0.75,1.0,2.0,0.0,1.0,26.0,208.0
4822,1,0,Jessica Eye,Leslie Smith,0.0,0.0,80.0,28.0,0.43,0.28,84.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4823,1,0,Henry Briones,Guido Cannetti,1.0,0.0,32.0,35.0,0.5,0.47,52.0,36.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,33.0,81.0
4824,1,0,Marco Beltran,Marlon Vera,0.0,0.0,31.0,25.0,0.5,0.44,70.0,30.0,1.0,1.0,0.25,1.0,0.0,2.0,1.0,0.0,348.0,360.0
4825,0,1,Mauricio Rua,Ovince Saint Preux,0.0,1.0,2.0,9.0,0.66,0.6,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
4826,1,0,Warlley Alves,Alan Jouban,0.0,0.0,47.0,79.0,0.44,0.5,51.0,96.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,240.0,35.0
4827,1,0,Claudio Silva,Leon Edwards,0.0,0.0,34.0,33.0,0.41,0.54,98.0,42.0,3.0,0.0,0.33,0.0,1.0,0.0,0.0,2.0,428.0,97.0
4828,1,0,Juliana Lima,Nina Nunes,0.0,0.0,21.0,23.0,0.55,0.53,65.0,53.0,1.0,0.0,0.25,0.0,0.0,2.0,1.0,0.0,402.0,164.0
4829,1,0,Caio Magalhaes,Trevor Smith,1.0,0.0,9.0,2.0,0.64,0.4,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
4830,1,0,Leandro Silva,Charlie Brenneman,0.0,0.0,4.0,4.0,0.5,0.44,12.0,9.0,1.0,3.0,1.0,0.37,1.0,0.0,0.0,0.0,64.0,141.0
4831,1,0,Luke Rockhold,Michael Bisping,1.0,0.0,20.0,16.0,0.48,0.24,20.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,11.0
4832,0,1,Ross Pearson,Al Iaquinta,0.0,2.0,20.0,31.0,0.33,0.33,21.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
4833,1,0,Robert Whittaker,Clint Hester,2.0,0.0,49.0,28.0,0.47,0.45,54.0,29.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,138.0,46.0
4834,1,0,Soa Palelei,Walt Harris,0.0,0.0,24.0,22.0,0.47,0.3,43.0,24.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,94.0,0.0
4835,1,0,Jake Matthews,Vagner Rocha,0.0,0.0,26.0,14.0,0.41,0.46,32.0,17.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,56.0,28.0
4836,0,1,Dylan Andrews,Sam Alvey,0.0,0.0,4.0,6.0,0.57,0.85,12.0,9.0,2.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,81.0,2.0
4837,0,1,Richie Vaculik,Louis Smolka,0.0,1.0,74.0,67.0,0.52,0.46,84.0,71.0,2.0,1.0,1.0,0.5,1.0,0.0,1.0,2.0,65.0,67.0
4838,0,1,Vik Grujic,Chris Clements,0.0,0.0,7.0,25.0,0.87,0.92,27.0,26.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,115.0,33.0
4839,0,1,Luke Zachrich,Daniel Kelly,0.0,0.0,23.0,25.0,0.5,0.52,24.0,33.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,51.0
4840,1,0,Jose Aldo,Chad Mendes,1.0,0.0,102.0,77.0,0.37,0.39,122.0,85.0,0.0,1.0,0.0,0.12,0.0,0.0,0.0,0.0,67.0,129.0
4841,0,1,Glover Teixeira,Phil Davis,0.0,0.0,9.0,49.0,0.19,0.33,14.0,109.0,0.0,9.0,0.0,0.5,0.0,0.0,1.0,0.0,16.0,484.0
4842,1,0,Darren Elkins,Lucas Martins,0.0,0.0,47.0,26.0,0.3,0.31,133.0,41.0,1.0,0.0,0.07,0.0,0.0,1.0,0.0,0.0,483.0,26.0
4843,0,1,Diego Ferreira,Beneil Dariush,0.0,0.0,21.0,32.0,0.24,0.47,24.0,54.0,0.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,36.0,473.0
4844,0,1,William Macario,Neil Magny,0.0,0.0,24.0,65.0,0.31,0.44,25.0,114.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,36.0,170.0
4845,1,0,Yan Cabral,Naoyuki Kotani,0.0,0.0,11.0,5.0,0.45,0.19,24.0,13.0,2.0,1.0,0.4,1.0,1.0,0.0,0.0,0.0,260.0,70.0
4846,0,1,Scott Jorgensen,Wilson Reis,1.0,0.0,6.0,13.0,0.31,0.37,7.0,13.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,18.0,34.0
4847,0,1,Felipe Arantes,Andre Fili,0.0,0.0,29.0,42.0,0.46,0.41,43.0,66.0,3.0,5.0,0.6,0.62,1.0,1.0,2.0,2.0,314.0,392.0
4848,1,0,Gilbert Burns,Christos Giagos,0.0,0.0,7.0,4.0,0.53,0.3,18.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,216.0,0.0
4849,0,1,Fabricio Camoes,Anthony Rocco Martin,0.0,0.0,1.0,1.0,0.12,0.09,1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,177.0
4850,1,0,Rory MacDonald,Tarec Saffiedine,1.0,0.0,47.0,42.0,0.42,0.3,48.0,42.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,20.0,0.0
4851,1,0,Raphael Assuncao,Bryan Caraway,0.0,0.0,75.0,39.0,0.56,0.3,83.0,46.0,2.0,2.0,0.33,0.25,0.0,0.0,0.0,0.0,41.0,59.0
4852,1,0,Chad Laprise,Yosdenis Cedeno,0.0,0.0,35.0,17.0,0.42,0.18,55.0,26.0,4.0,0.0,0.57,0.0,0.0,0.0,0.0,2.0,459.0,49.0
4853,1,0,Nordine Taleb,Li Jingliang,0.0,0.0,66.0,43.0,0.57,0.29,92.0,57.0,2.0,2.0,0.5,0.25,0.0,0.0,0.0,0.0,148.0,42.0
4854,1,0,Daron Cruickshank,Anthony Njokuani,0.0,0.0,42.0,40.0,0.4,0.43,54.0,44.0,6.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,176.0,0.0
4855,0,1,Jason Saggo,Paul Felder,1.0,0.0,29.0,51.0,0.58,0.6,45.0,72.0,6.0,1.0,0.37,1.0,0.0,0.0,1.0,0.0,439.0,221.0
4856,0,1,Paddy Holohan,Chris Kelades,0.0,0.0,26.0,50.0,0.57,0.58,55.0,88.0,3.0,2.0,0.5,0.4,0.0,1.0,0.0,0.0,388.0,374.0
4857,1,0,Albert Tumenov,Matt Dwyer,2.0,0.0,4.0,0.0,0.33,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
4858,0,1,Pedro Munhoz,Jerrod Sanders,0.0,0.0,2.0,1.0,1.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0
4859,0,1,Gunnar Nelson,Rick Story,0.0,1.0,53.0,168.0,0.49,0.53,54.0,211.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,21.0,36.0
4860,0,1,Akira Corassani,Max Holloway,0.0,1.0,11.0,31.0,0.37,0.6,11.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0
4861,0,1,Ilir Latifi,Jan Blachowicz,0.0,0.0,2.0,13.0,0.33,0.65,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
4862,1,0,Magnus Cedenblad,Scott Askham,0.0,1.0,23.0,42.0,0.67,0.82,179.0,86.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,588.0,151.0
4863,1,0,Nicholas Musoke,Alexander Yakovlev,0.0,0.0,70.0,44.0,0.44,0.41,97.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,6.0
4864,1,0,Dennis Siver,Charles Rosa,0.0,0.0,33.0,22.0,0.38,0.24,109.0,29.0,3.0,2.0,1.0,0.5,1.0,1.0,2.0,3.0,531.0,55.0
4865,1,0,Cathal Pendred,Gasan Umalatov,0.0,0.0,55.0,38.0,0.53,0.39,58.0,54.0,1.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,150.0,8.0
4866,1,0,Zubaira Tukhugov,Ernest Chavez,0.0,0.0,40.0,12.0,0.59,0.4,43.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
4867,1,0,Demetrious Johnson,Chris Cariaso,0.0,0.0,27.0,6.0,0.62,0.22,47.0,13.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,284.0,3.0
4868,1,0,Donald Cerrone,Eddie Alvarez,1.0,0.0,88.0,48.0,0.53,0.34,101.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,37.0
4869,0,1,Dustin Poirier,Conor McGregor,0.0,1.0,10.0,9.0,0.52,0.31,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
4870,0,1,Tim Kennedy,Yoel Romero,0.0,2.0,30.0,39.0,0.34,0.48,32.0,51.0,0.0,3.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0,126.0
4871,1,0,Cat Zingano,Amanda Nunes,0.0,0.0,40.0,22.0,0.66,0.59,93.0,36.0,3.0,1.0,1.0,0.5,3.0,0.0,0.0,0.0,417.0,188.0
4872,1,0,Dominick Cruz,Takeya Mizugaki,0.0,0.0,26.0,2.0,0.74,0.2,26.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
4873,1,0,Jorge Masvidal,James Krause,1.0,0.0,69.0,58.0,0.43,0.4,85.0,61.0,2.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,180.0,102.0
4874,0,1,Patrick Cote,Stephen Thompson,0.0,1.0,53.0,64.0,0.43,0.47,55.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,39.0
4875,0,1,John Howard,Brian Ebersole,0.0,0.0,42.0,49.0,0.63,0.52,97.0,104.0,2.0,1.0,0.5,0.2,0.0,0.0,0.0,1.0,246.0,197.0
4876,0,1,Jon Tuck,Kevin Lee,0.0,0.0,30.0,74.0,0.37,0.47,68.0,100.0,0.0,4.0,0.0,0.44,2.0,0.0,0.0,0.0,7.0,525.0
4877,1,0,Manvel Gamburyan,Cody Gibson,0.0,1.0,11.0,49.0,0.21,0.41,20.0,61.0,2.0,1.0,0.33,0.5,1.0,0.0,0.0,0.0,92.0,162.0
4878,1,0,Mark Hunt,Roy Nelson,1.0,0.0,32.0,20.0,0.35,0.33,32.0,20.0,0.0,1.0,0.0,0.16,0.0,0.0,0.0,0.0,2.0,19.0
4879,1,0,Myles Jury,Takanori Gomi,1.0,0.0,10.0,1.0,0.43,0.25,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
4880,1,0,Yoshihiro Akiyama,Amir Sadollah,0.0,0.0,57.0,42.0,0.47,0.41,94.0,63.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,475.0,12.0
4881,1,0,Kiichi Kunimoto,Richard Walsh,0.0,2.0,36.0,59.0,0.39,0.56,62.0,96.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,365.0,198.0
4882,1,0,Kyoji Horiguchi,Jon Delos Reyes,0.0,0.0,31.0,13.0,0.72,0.52,49.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0
4883,0,1,Alex Caceres,Masanori Kanehara,0.0,0.0,24.0,32.0,0.3,0.46,33.0,102.0,0.0,2.0,0.0,0.5,0.0,2.0,1.0,0.0,36.0,452.0
4884,1,0,Katsunori Kikuno,Sam Sicilia,0.0,0.0,32.0,36.0,0.41,0.39,33.0,37.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,48.0,0.0
4885,0,1,Michinori Tanaka,Kyung Ho Kang,0.0,0.0,22.0,21.0,0.36,0.31,39.0,42.0,3.0,0.0,0.33,0.0,0.0,2.0,4.0,1.0,346.0,326.0
4886,0,1,Kazuki Tokudome,Johnny Case,0.0,1.0,12.0,13.0,0.41,0.17,13.0,20.0,1.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,178.0,12.0
4887,1,0,Maximo Blanco,Dan Hooker,0.0,0.0,132.0,99.0,0.55,0.41,137.0,116.0,3.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,155.0,105.0
4888,0,1,Antonio Silva,Andrei Arlovski,0.0,1.0,6.0,13.0,0.46,0.39,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
4889,1,0,Gleison Tibau,Piotr Hallmann,0.0,0.0,30.0,52.0,0.4,0.46,41.0,86.0,5.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,339.0,98.0
4890,1,0,Leonardo Santos,Efrain Escudero,0.0,1.0,36.0,43.0,0.36,0.42,66.0,77.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,416.0,50.0
4891,1,0,Iuri Alcantara,Russell Doane,0.0,0.0,27.0,14.0,0.51,0.34,59.0,98.0,2.0,6.0,0.5,0.5,0.0,0.0,0.0,1.0,130.0,518.0
4892,0,1,Igor Araujo,George Sullivan,0.0,0.0,8.0,43.0,0.4,0.68,8.0,111.0,2.0,1.0,0.28,0.5,0.0,0.0,0.0,0.0,0.0,324.0
4893,1,0,Francisco Trinaldo,Leandro Silva,0.0,0.0,36.0,26.0,0.66,0.65,67.0,63.0,0.0,4.0,0.0,0.5,0.0,1.0,1.0,0.0,238.0,409.0
4894,0,1,Paulo Thiago,Sean Spencer,0.0,1.0,36.0,63.0,0.32,0.39,46.0,105.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,159.0,296.0
4895,1,0,Rani Yahya,Johnny Bedford,0.0,0.0,13.0,9.0,0.46,0.45,16.0,19.0,3.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,79.0,275.0
4896,1,0,Jacare Souza,Gegard Mousasi,0.0,0.0,32.0,26.0,0.57,0.46,59.0,78.0,4.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,648.0,14.0
4897,0,1,Alistair Overeem,Ben Rothwell,0.0,1.0,20.0,17.0,0.95,0.62,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0
4898,1,0,Matt Mitrione,Derrick Lewis,0.0,0.0,7.0,1.0,0.63,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
4899,1,0,Joe Lauzon,Michael Chiesa,0.0,0.0,21.0,30.0,0.51,0.52,42.0,42.0,2.0,1.0,0.28,0.25,0.0,0.0,1.0,0.0,164.0,82.0
4900,1,0,John Moraga,Justin Scoggins,0.0,0.0,4.0,13.0,0.33,0.72,13.0,34.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,271.0
4901,1,0,Al Iaquinta,Rodrigo Damm,1.0,0.0,93.0,57.0,0.42,0.32,93.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0
4902,1,0,Rafael Natal,Chris Camozzi,0.0,0.0,36.0,67.0,0.49,0.59,46.0,86.0,2.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,164.0,165.0
4903,0,1,Sean Soriano,Chas Skelly,0.0,0.0,24.0,13.0,0.5,0.36,34.0,62.0,0.0,4.0,0.0,0.57,0.0,7.0,3.0,2.0,181.0,600.0
4904,1,0,TJ Dillashaw,Joe Soto,1.0,0.0,151.0,62.0,0.33,0.31,156.0,63.0,2.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,112.0,0.0
4905,1,0,Tony Ferguson,Danny Castillo,0.0,0.0,23.0,23.0,0.28,0.21,71.0,30.0,0.0,2.0,0.0,0.25,1.0,1.0,1.0,1.0,7.0,569.0
4906,0,1,Ramsey Nijem,Diego Ferreira,0.0,1.0,18.0,25.0,0.31,0.35,27.0,33.0,2.0,0.0,0.5,0.0,0.0,2.0,0.0,1.0,101.0,47.0
4907,1,0,Yancy Medeiros,Damon Jackson,0.0,0.0,29.0,20.0,0.52,0.4,36.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,39.0,139.0
4908,0,1,Lorenz Larkin,Derek Brunson,0.0,0.0,20.0,12.0,0.5,0.4,32.0,98.0,0.0,4.0,0.0,0.33,0.0,1.0,0.0,0.0,0.0,642.0
4909,0,1,Ruan Potts,Anthony Hamilton,0.0,0.0,10.0,60.0,0.34,0.93,24.0,82.0,0.0,5.0,0.0,0.83,0.0,0.0,0.0,0.0,1.0,350.0
4910,0,1,Benson Henderson,Rafael Dos Anjos,0.0,1.0,10.0,18.0,0.37,0.6,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
4911,0,1,Mike Pyle,Jordan Mein,0.0,1.0,2.0,10.0,0.25,0.66,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
4912,0,1,Francis Carmont,Thales Leites,0.0,1.0,18.0,18.0,0.35,0.41,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,51.0
4913,1,0,Max Holloway,Clay Collard,0.0,0.0,124.0,70.0,0.6,0.33,137.0,73.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,1.0,154.0,109.0
4914,1,0,James Vick,Valmir Lazaro,1.0,0.0,77.0,91.0,0.34,0.39,83.0,96.0,0.0,4.0,0.0,0.4,0.0,0.0,1.0,0.0,23.0,58.0
4915,1,0,Chas Skelly,Tom Niinimaki,0.0,0.0,2.0,1.0,0.18,0.25,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,75.0,56.0
4916,1,0,Neil Magny,Alex Garcia,0.0,0.0,39.0,5.0,0.49,0.12,130.0,27.0,3.0,3.0,0.5,0.42,0.0,0.0,0.0,1.0,240.0,371.0
4917,1,0,Beneil Dariush,Anthony Rocco Martin,0.0,0.0,26.0,34.0,0.42,0.47,30.0,38.0,2.0,1.0,0.66,0.25,1.0,0.0,0.0,0.0,71.0,140.0
4918,0,1,Aaron Phillips,Matt Hobar,0.0,0.0,38.0,63.0,0.7,0.63,230.0,120.0,0.0,6.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,775.0
4919,1,0,Wilson Reis,Joby Sanchez,0.0,1.0,22.0,20.0,0.32,0.23,70.0,36.0,9.0,0.0,0.64,0.0,1.0,0.0,0.0,1.0,395.0,16.0
4920,1,0,Michael Bisping,Cung Le,1.0,0.0,92.0,38.0,0.34,0.34,92.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
4921,1,0,Tyron Woodley,Dong Hyun Kim,1.0,0.0,13.0,2.0,0.86,0.5,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
4922,1,0,Zhang Lipeng,Brendan O'Reilly,0.0,0.0,19.0,15.0,0.47,0.3,130.0,74.0,2.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,483.0,196.0
4923,1,0,Alberto Mina,Shinsho Anzai,1.0,0.0,34.0,31.0,0.58,0.67,38.0,41.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,36.0,49.0
4924,0,1,Roland Delorme,Yuta Sasaki,0.0,0.0,1.0,5.0,0.25,0.62,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0
4925,0,1,Yao Zhikui,Royston Wee,0.0,0.0,27.0,18.0,0.4,0.62,107.0,88.0,0.0,3.0,0.0,0.75,0.0,0.0,2.0,0.0,237.0,469.0
4926,1,0,Ryan Bader,Ovince Saint Preux,0.0,0.0,24.0,24.0,0.33,0.26,77.0,30.0,9.0,2.0,0.42,1.0,1.0,0.0,0.0,0.0,610.0,107.0
4927,0,1,Gray Maynard,Ross Pearson,0.0,1.0,15.0,26.0,0.31,0.47,25.0,35.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,73.0,8.0
4928,1,0,Tim Boetsch,Brad Tavares,2.0,0.0,14.0,24.0,0.5,0.42,40.0,37.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,35.0,257.0
4929,0,1,Seth Baczynski,Alan Jouban,0.0,1.0,25.0,25.0,0.38,0.58,27.0,26.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,43.0,17.0
4930,1,0,Thiago Tavares,Robert Peralta,0.0,0.0,18.0,0.0,0.58,0.0,45.0,3.0,2.0,0.0,0.66,0.0,1.0,0.0,0.0,0.0,232.0,0.0
4931,1,0,Jussier Formiga,Zach Makovsky,0.0,0.0,11.0,25.0,0.39,0.36,51.0,59.0,2.0,1.0,0.5,0.25,0.0,0.0,0.0,1.0,282.0,247.0
4932,1,0,Sara McMann,Lauren Murphy,0.0,0.0,38.0,48.0,0.47,0.57,64.0,193.0,5.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,638.0,16.0
4933,1,0,Tom Watson,Sam Alvey,0.0,0.0,85.0,82.0,0.5,0.48,86.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,26.0
4934,1,0,Robbie Lawler,Matt Brown,0.0,0.0,80.0,82.0,0.4,0.33,87.0,89.0,2.0,2.0,1.0,0.25,0.0,0.0,0.0,0.0,237.0,70.0
4935,1,0,Anthony Johnson,Rogerio Nogueira,1.0,0.0,8.0,0.0,0.47,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4936,0,1,Clay Guida,Dennis Bermudez,0.0,0.0,28.0,47.0,0.35,0.41,39.0,66.0,0.0,2.0,0.0,0.28,0.0,1.0,0.0,0.0,16.0,130.0
4937,0,1,Josh Thomson,King Green,0.0,0.0,45.0,59.0,0.37,0.41,45.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,52.0
4938,0,1,Daron Cruickshank,Jorge Masvidal,1.0,0.0,19.0,51.0,0.22,0.55,23.0,99.0,2.0,2.0,0.66,0.5,1.0,2.0,0.0,0.0,24.0,450.0
4939,0,1,Kyle Kingsbury,Patrick Cummins,0.0,0.0,22.0,73.0,0.25,0.56,22.0,115.0,0.0,10.0,0.0,0.58,0.0,0.0,0.0,0.0,16.0,574.0
4940,0,1,Mike de la Torre,Brian Ortega,0.0,0.0,6.0,3.0,0.54,0.5,8.0,5.0,0.0,1.0,0.0,0.33,0.0,2.0,0.0,0.0,0.0,72.0
4941,0,1,Akbarh Arreola,Tiago dos Santos e Silva,0.0,0.0,30.0,62.0,0.41,0.38,30.0,88.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,205.0
4942,0,1,Juliana Lima,Joanna Jedrzejczyk,0.0,0.0,18.0,46.0,0.23,0.27,38.0,55.0,1.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,370.0,9.0
4943,0,1,Steven Siler,Noad Lahat,0.0,0.0,35.0,26.0,0.38,0.28,56.0,76.0,0.0,4.0,0.0,0.23,0.0,2.0,1.0,0.0,221.0,199.0
4944,1,0,Conor McGregor,Diego Brandao,1.0,0.0,18.0,9.0,0.36,0.4,37.0,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,142.0,22.0
4945,1,0,Gunnar Nelson,Zak Cummings,0.0,0.0,13.0,18.0,0.54,0.24,23.0,21.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,43.0,54.0
4946,0,1,Brad Pickett,Ian McCall,0.0,0.0,22.0,56.0,0.22,0.47,29.0,112.0,0.0,3.0,0.0,0.42,0.0,0.0,0.0,0.0,93.0,163.0
4947,1,0,Norman Parke,Naoyuki Kotani,0.0,0.0,34.0,8.0,0.4,0.22,41.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,213.0,62.0
4948,1,0,Ilir Latifi,Chris Dempsey,0.0,0.0,16.0,1.0,0.51,0.2,17.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
4949,1,0,Neil Seery,Phil Harris,1.0,0.0,60.0,40.0,0.4,0.31,63.0,52.0,2.0,2.0,1.0,0.11,0.0,0.0,0.0,0.0,144.0,81.0
4950,0,1,Cody Donovan,Nikita Krylov,1.0,0.0,21.0,42.0,0.53,0.6,31.0,80.0,1.0,0.0,0.5,0.0,2.0,0.0,0.0,2.0,94.0,112.0
4951,1,0,Paddy Holohan,Josh Sampo,1.0,0.0,10.0,3.0,0.34,0.27,20.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,113.0,0.0
4952,1,0,Donald Cerrone,Jim Miller,1.0,0.0,37.0,30.0,0.47,0.46,41.0,34.0,0.0,1.0,0.0,0.16,0.0,0.0,0.0,0.0,21.0,34.0
4953,1,0,Edson Barboza,Evan Dunham,1.0,0.0,10.0,10.0,0.58,0.37,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
4954,1,0,Rick Story,Leonardo Mafra,0.0,0.0,24.0,11.0,0.61,0.55,53.0,21.0,3.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,345.0,0.0
4955,0,1,Justin Salas,Joe Proctor,0.0,1.0,35.0,25.0,0.4,0.3,35.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,7.0
4956,1,0,John Lineker,Alptekin Ozkilic,1.0,0.0,133.0,88.0,0.4,0.38,134.0,94.0,2.0,1.0,0.5,0.25,0.0,0.0,0.0,0.0,16.0,55.0
4957,1,0,Lucas Martins,Alex White,1.0,0.0,53.0,42.0,0.37,0.26,53.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
